,A,B
10/18/2019,0.767442453,0.7618
10/21/2019,0.766260283,0.764
10/22/2019,0.765552534,0.7638
10/23/2019,0.767383534,0.765
10/24/2019,0.768271475,0.7651
10/25/2019,0.769474714,0.7659
10/28/2019,0.769419451,0.766
10/29/2019,0.76887148,0.7641
10/30/2019,0.766304503,0.7599
10/31/2019,0.766117865,0.7597
11/1/2019,0.768210144,0.7609
11/4/2019,0.767330883,0.7604
11/5/2019,0.766422853,0.7602
11/6/2019,0.765256608,0.7586
11/7/2019,0.764046608,0.759
11/8/2019,0.763032573,0.756
11/11/2019,0.761302658,0.7557
11/12/2019,0.761676623,0.7557
11/13/2019,0.760402027,0.7546
11/14/2019,0.759967975,0.7547
11/15/2019,0.760839904,0.7563
11/18/2019,0.759754834,0.7573
11/19/2019,0.758134062,0.7537
11/20/2019,0.758994596,0.7517
11/21/2019,0.75901186,0.7527
11/22/2019,0.760494337,0.7518
11/25/2019,0.760763432,0.752
11/26/2019,0.761699511,0.7535
11/27/2019,0.760231974,0.7529
11/28/2019,0.759727421,0.7529
11/29/2019,0.757442033,0.753
12/2/2019,0.754675722,0.7514
12/3/2019,0.754164903,0.7522
12/4/2019,0.757548872,0.7575
12/5/2019,0.759331111,0.759
12/6/2019,0.758087009,0.7544
12/9/2019,0.755093849,0.7553
12/10/2019,0.75505117,0.7559
12/11/2019,0.756756716,0.7592
12/12/2019,0.758663738,0.7585
12/13/2019,0.761408069,0.7595
12/16/2019,0.76293696,0.76
12/17/2019,0.762764026,0.7599
12/18/2019,0.76254594,0.7624
12/19/2019,0.761907114,0.7619
12/20/2019,0.759932674,0.7606
12/23/2019,0.759245565,0.7605
12/24/2019,0.759764458,0.7595
12/25/2019,0.759665428,0.7599
12/26/2019,0.760075676,0.762
12/27/2019,0.760559035,0.7646
12/30/2019,0.760471749,0.7651
12/31/2019,0.762402229,0.7698
1/1/2020,0.762710458,0.7701
1/2/2020,0.763427242,0.7702
1/3/2020,0.762340801,0.7692
1/6/2020,0.763207164,0.7713
1/7/2020,0.762941984,0.7691
1/8/2020,0.761387997,0.7669
1/9/2020,0.760822419,0.766
1/10/2020,0.762107512,0.7662
1/13/2020,0.760899138,0.7659
1/14/2020,0.760601654,0.7656
1/15/2020,0.759424198,0.7668
1/16/2020,0.758324899,0.7668
1/17/2020,0.758388386,0.7653
1/20/2020,0.758470429,0.7664
1/21/2020,0.757305188,0.7651
1/22/2020,0.754674238,0.7613
1/23/2020,0.75365664,0.7618
1/24/2020,0.751688303,0.7609
1/27/2020,0.748184169,0.7579
1/28/2020,0.7514408,0.7601
1/29/2020,0.751718118,0.7577
1/30/2020,0.752611591,0.7571
1/31/2020,0.751584709,0.7554
2/3/2020,0.750399709,0.7526
2/4/2020,0.751547338,0.7532
2/5/2020,0.752373464,0.7529
2/6/2020,0.752088183,0.7528
2/7/2020,0.751940326,0.7516
2/10/2020,0.750934469,0.7509
2/11/2020,0.751441377,0.7526
2/12/2020,0.753656479,0.7547
2/13/2020,0.753765178,0.7537
2/14/2020,0.75405076,0.7546
2/17/2020,0.754269758,0.7556
2/18/2020,0.753801757,0.7542
2/19/2020,0.754707761,0.7564
2/20/2020,0.753205706,0.7542
2/21/2020,0.752337738,0.756
2/24/2020,0.746678483,0.7522
2/25/2020,0.746558444,0.753
2/26/2020,0.747778777,0.75
2/27/2020,0.742497542,0.7466
2/28/2020,0.743057555,0.7467
3/2/2020,0.748186431,0.7505
3/3/2020,0.748425538,0.747
3/4/2020,0.749275154,0.747
3/5/2020,0.743886912,0.7457
3/6/2020,0.741744455,0.7453
3/9/2020,0.733056567,0.7298
3/10/2020,0.733907731,0.7283
3/11/2020,0.72820063,0.7257
3/12/2020,0.716624567,0.7181
3/13/2020,0.720942937,0.7243
3/16/2020,0.71001723,0.7135
3/17/2020,0.711720572,0.7041
3/18/2020,0.705749972,0.6894
3/19/2020,0.705414019,0.6891
3/20/2020,0.696633045,0.6965
3/23/2020,0.696529281,0.6892
3/24/2020,0.695753602,0.6914
3/25/2020,0.699202161,0.7047
3/26/2020,0.701774434,0.7133
3/27/2020,0.687221609,0.7152
3/30/2020,0.691701829,0.7062
3/31/2020,0.694237789,0.7109
4/1/2020,0.691822878,0.7045
4/2/2020,0.697716167,0.7073
4/3/2020,0.698688498,0.7039
4/6/2020,0.703035875,0.7087
4/7/2020,0.703944685,0.7147
4/8/2020,0.706695689,0.7138
4/9/2020,0.707770644,0.7156
4/10/2020,0.705835886,0.7165
4/13/2020,0.70481594,0.7192
4/14/2020,0.706455065,0.7204
4/15/2020,0.703894514,0.7085
4/16/2020,0.704533437,0.71
4/17/2020,0.703991968,0.7143
4/20/2020,0.703444055,0.7067
4/21/2020,0.696797271,0.7037
4/22/2020,0.702811766,0.7062
4/23/2020,0.703124049,0.7106
4/24/2020,0.7052713,0.7094
4/27/2020,0.706958612,0.7125
4/28/2020,0.708999867,0.7144
4/29/2020,0.713064148,0.7205
4/30/2020,0.707843884,0.7171
5/1/2020,0.706750591,0.7098
5/4/2020,0.70940697,0.7098
5/5/2020,0.711172723,0.712
5/6/2020,0.70931855,0.7069
5/7/2020,0.711113319,0.7157
5/8/2020,0.711657532,0.718
5/11/2020,0.710654999,0.7139
5/12/2020,0.707360198,0.7103
5/13/2020,0.703179568,0.7091
5/14/2020,0.706191421,0.7117
5/15/2020,0.706173236,0.7088
5/18/2020,0.705405272,0.7175
5/19/2020,0.708331623,0.7172
5/20/2020,0.708984582,0.7194
5/21/2020,0.705037593,0.7166
5/22/2020,0.705267747,0.7145
5/25/2020,0.707204448,0.715
5/26/2020,0.708395038,0.7259
5/27/2020,0.709453935,0.7272
5/28/2020,0.709450324,0.7265
5/29/2020,0.70892595,0.7259
6/1/2020,0.709075517,0.7368
6/2/2020,0.710943164,0.7396
6/3/2020,0.711249805,0.741
6/4/2020,0.710968233,0.7407
6/5/2020,0.713907382,0.7451
6/8/2020,0.713914287,0.7473
6/9/2020,0.713618165,0.7454
6/10/2020,0.713984594,0.7456
6/11/2020,0.705380541,0.7337
6/12/2020,0.71087465,0.736
6/15/2020,0.713796206,0.7367
6/16/2020,0.714050353,0.7385
6/17/2020,0.713733665,0.7372
6/18/2020,0.715682832,0.7353
6/19/2020,0.716179365,0.7349
6/22/2020,0.717122243,0.7395
6/23/2020,0.717651379,0.738
6/24/2020,0.713988592,0.7332
6/25/2020,0.716986118,0.7332
6/26/2020,0.713469478,0.7305
6/29/2020,0.717728208,0.7321
6/30/2020,0.719801216,0.7366
7/1/2020,0.719161272,0.736
7/2/2020,0.720632489,0.7372
7/3/2020,0.71995611,0.7382
7/6/2020,0.72009125,0.7386
7/7/2020,0.719552322,0.7351
7/8/2020,0.720778933,0.7401
7/9/2020,0.720403088,0.7362
7/10/2020,0.722440922,0.7356
7/13/2020,0.721288278,0.7348
7/14/2020,0.726713287,0.7344
7/15/2020,0.728532914,0.7403
7/16/2020,0.728151937,0.7367
7/17/2020,0.729644597,0.7364
7/20/2020,0.730120976,0.7388
7/21/2020,0.729798046,0.743
7/22/2020,0.729845683,0.7453
7/23/2020,0.7281333,0.7458
7/24/2020,0.728141821,0.7455
7/27/2020,0.731353235,0.7488
7/28/2020,0.731627558,0.7474
7/29/2020,0.735748952,0.7499
7/30/2020,0.736366797,0.745
7/31/2020,0.733104592,0.7456
8/3/2020,0.734357691,0.7467
8/4/2020,0.739931624,0.7508
8/5/2020,0.743076828,0.7538
8/6/2020,0.744568915,0.7515
8/7/2020,0.741706823,0.7472
8/10/2020,0.743811951,0.749
8/11/2020,0.740188731,0.7519
8/12/2020,0.742472432,0.7549
8/13/2020,0.742401079,0.7562
8/14/2020,0.743698924,0.7537
8/17/2020,0.749812489,0.7568
8/18/2020,0.751537244,0.7594
8/19/2020,0.750368565,0.7565
8/20/2020,0.751233205,0.7583
8/21/2020,0.748275652,0.7589
8/24/2020,0.750665207,0.7566
8/25/2020,0.752062552,0.7592
8/26/2020,0.759014479,0.7608
8/27/2020,0.758424262,0.7617
8/28/2020,0.759115226,0.7634
8/31/2020,0.757814222,0.7664
9/1/2020,0.760147042,0.7654
9/2/2020,0.75927781,0.7666
9/3/2020,0.758390235,0.7618
9/4/2020,0.749641279,0.7656
9/7/2020,0.750213607,0.7635
9/8/2020,0.746494532,0.7554
9/9/2020,0.753011808,0.7607
9/10/2020,0.745829699,0.758
9/11/2020,0.745606282,0.7589
9/14/2020,0.748753506,0.759
9/15/2020,0.749545532,0.7584
9/16/2020,0.747583662,0.7589
9/17/2020,0.748314532,0.7596
9/18/2020,0.748899933,0.7573
9/21/2020,0.742845488,0.7515
9/22/2020,0.747372808,0.7516
9/23/2020,0.741401606,0.7471
9/24/2020,0.745480197,0.7484
9/25/2020,0.746271203,0.747
9/28/2020,0.751451928,0.7479
9/29/2020,0.74816658,0.7468
9/30/2020,0.745758735,0.7507
10/1/2020,0.745345115,0.7525
10/2/2020,0.745146866,0.7514
10/5/2020,0.753542578,0.7544
10/6/2020,0.751263257,0.7512
10/7/2020,0.755949373,0.7544
10/8/2020,0.757435131,0.7578
10/9/2020,0.759156366,0.7625
10/12/2020,0.757780063,0.7626
10/13/2020,0.757344515,0.7611
10/14/2020,0.757882405,0.7604
10/15/2020,0.761665372,0.7561
10/16/2020,0.759205071,0.7581
10/19/2020,0.757069444,0.7581
10/20/2020,0.758393668,0.7617
10/21/2020,0.756698446,0.7607
10/22/2020,0.756578294,0.7612
10/23/2020,0.756527779,0.7619
10/26/2020,0.756411891,0.7568
10/27/2020,0.756517181,0.7584
10/28/2020,0.749561243,0.7506
10/29/2020,0.745971516,0.7504
10/30/2020,0.744466825,0.7508
11/2/2020,0.748085562,0.7566
11/3/2020,0.752605,0.7612
11/4/2020,0.746920678,0.7614
11/5/2020,0.752262347,0.7665
11/6/2020,0.747450361,0.7662
11/9/2020,0.749460917,0.7688
11/10/2020,0.759131786,0.7673
11/11/2020,0.762170991,0.7655
11/12/2020,0.758136852,0.7609
11/13/2020,0.757410663,0.7616
11/16/2020,0.763234551,0.7649
11/17/2020,0.76745866,0.7631
11/18/2020,0.768243204,0.7642
11/19/2020,0.765800312,0.765
11/20/2020,0.772452312,0.7637
11/23/2020,0.772931396,0.7642
11/24/2020,0.778725201,0.7694
11/25/2020,0.779077532,0.7688
11/26/2020,0.77976405,0.7682
11/27/2020,0.780738366,0.7698
11/30/2020,0.77194333,0.7687
12/1/2020,0.774463429,0.7731
12/2/2020,0.776294617,0.7742
12/3/2020,0.775760069,0.7775
12/4/2020,0.778233121,0.7822
12/7/2020,0.780774746,0.7812
12/8/2020,0.781728765,0.7801
12/9/2020,0.782373465,0.7801
12/10/2020,0.787431148,0.785
12/11/2020,0.7863857,0.783
12/14/2020,0.783998976,0.7834
12/15/2020,0.785548556,0.7874
12/16/2020,0.788186889,0.785
12/17/2020,0.792059308,0.7861
12/18/2020,0.78900464,0.7821
12/21/2020,0.792477087,0.7777
12/22/2020,0.791659089,0.7747
12/23/2020,0.791841855,0.7785
12/24/2020,0.790360073,0.7774
12/25/2020,0.789771565,0.7773
12/28/2020,0.787929484,0.7784
12/29/2020,0.789154402,0.7801
12/30/2020,0.789545101,0.7842
12/31/2020,0.786551705,0.7853
1/1/2021,0.7862785,0.7857
1/4/2021,0.795911948,0.7827
1/5/2021,0.803996241,0.7892
1/6/2021,0.806756817,0.7887
1/7/2021,0.808432887,0.7881
1/8/2021,0.803927906,0.7881
1/11/2021,0.803160731,0.7822
1/12/2021,0.808211988,0.7866
1/13/2021,0.805062312,0.7875
1/14/2021,0.806769489,0.7909
1/15/2021,0.804693898,0.7851
1/18/2021,0.804469322,0.7838
1/19/2021,0.801450405,0.7853
1/20/2021,0.801483108,0.7916
1/21/2021,0.797908564,0.7912
1/22/2021,0.793433353,0.7853
1/25/2021,0.798869538,0.7847
1/26/2021,0.795702678,0.7877
1/27/2021,0.797419088,0.781
1/28/2021,0.795490215,0.7794
1/29/2021,0.788329906,0.7827
2/1/2021,0.797436604,0.7778
2/2/2021,0.797541951,0.7824
2/3/2021,0.797759461,0.7822
2/4/2021,0.799646436,0.7797
2/5/2021,0.801319113,0.7836
2/8/2021,0.806842166,0.785
2/9/2021,0.808018574,0.7879
2/10/2021,0.807211694,0.7873
2/11/2021,0.805783234,0.7872
2/12/2021,0.8071254,0.788
2/15/2021,0.80626927,0.7912
2/16/2021,0.80664416,0.7879
2/17/2021,0.803870164,0.7874
2/18/2021,0.801897186,0.7887
2/19/2021,0.805444307,0.7925
2/22/2021,0.805583227,0.7925
2/23/2021,0.803354541,0.7944
2/24/2021,0.805397801,0.7992
2/25/2021,0.801857635,0.7933
2/26/2021,0.79627877,0.785
3/1/2021,0.799372203,0.7907
3/2/2021,0.800031856,0.7912
3/3/2021,0.798162234,0.7902
3/4/2021,0.79557951,0.7894
3/5/2021,0.797045742,0.79
3/8/2021,0.796767624,0.7895
3/9/2021,0.797822481,0.791
3/10/2021,0.799342525,0.7924
3/11/2021,0.801925832,0.7978
3/12/2021,0.802063728,0.8015
3/15/2021,0.803617091,0.8018
3/16/2021,0.80361787,0.8035
3/17/2021,0.80459173,0.8062
3/18/2021,0.804345687,0.8009
3/19/2021,0.803875707,0.8001
3/22/2021,0.801739453,0.7986
3/23/2021,0.800449764,0.7944
3/24/2021,0.799661462,0.7947
3/25/2021,0.799625463,0.7928
3/26/2021,0.800618619,0.7952
3/29/2021,0.801302364,0.7943
3/30/2021,0.799820924,0.7919
3/31/2021,0.800249354,0.7961
4/1/2021,0.802703561,0.797
4/2/2021,0.802105317,0.7952
4/5/2021,0.803632179,0.7986
4/6/2021,0.803725774,0.7957
4/7/2021,0.803879747,0.7931
4/8/2021,0.803973728,0.7961
4/9/2021,0.804282049,0.7981
4/12/2021,0.804748911,0.7961
4/13/2021,0.803406614,0.7978
4/14/2021,0.803487515,0.7987
4/15/2021,0.803561399,0.7971
4/16/2021,0.804989675,0.7995
4/19/2021,0.804377642,0.7978
4/20/2021,0.801092412,0.793
4/21/2021,0.801650301,0.8001
4/22/2021,0.800591069,0.7998
4/23/2021,0.801422461,0.8016
4/26/2021,0.800940125,0.8068
4/27/2021,0.801266047,0.8064
4/28/2021,0.802024397,0.812
4/29/2021,0.802571548,0.8143
4/30/2021,0.803437455,0.8137
5/3/2021,0.803339381,0.8145
5/4/2021,0.803244748,0.8125
5/5/2021,0.804276425,0.8153
5/6/2021,0.805556573,0.8231
5/7/2021,0.808875888,0.8243
5/10/2021,0.809881414,0.8262
5/11/2021,0.810071913,0.8263
5/12/2021,0.811828608,0.8241
5/13/2021,0.811531413,0.8223
5/14/2021,0.814253815,0.8264
5/17/2021,0.815758761,0.8287
5/18/2021,0.816994937,0.8291
5/19/2021,0.816832569,0.8242
5/20/2021,0.81730334,0.8293
5/21/2021,0.815991937,0.8285
5/24/2021,0.815685108,0.8303
5/25/2021,0.81526396,0.8287
5/26/2021,0.817067832,0.8247
5/27/2021,0.81881003,0.8287
5/28/2021,0.820597985,0.828
5/31/2021,0.819426094,0.8289
6/1/2021,0.821949896,0.8284
6/2/2021,0.822093562,0.8309
6/3/2021,0.821986026,0.8258
6/4/2021,0.821418989,0.8275
6/7/2021,0.821899633,0.8277
6/8/2021,0.822831095,0.8256
6/9/2021,0.822680071,0.8258
6/10/2021,0.822026564,0.8267
6/11/2021,0.82392401,0.8226
6/14/2021,0.824854539,0.8233
6/15/2021,0.823656332,0.8205
6/16/2021,0.824546538,0.8145
6/17/2021,0.822184738,0.8095
6/18/2021,0.821029293,0.8022
6/21/2021,0.822379573,0.8091
6/22/2021,0.820791719,0.8126
6/23/2021,0.819433378,0.8126
6/24/2021,0.819084094,0.8114
6/25/2021,0.820191536,0.8134
6/28/2021,0.81985958,0.8105
6/29/2021,0.819514903,0.8064
6/30/2021,0.820089637,0.8066
7/1/2021,0.819579565,0.8041
7/2/2021,0.819641327,0.8115
7/5/2021,0.820359119,0.8103
7/6/2021,0.818851696,0.8028
7/7/2021,0.818707808,0.8011
7/8/2021,0.816874562,0.7979
7/9/2021,0.817585166,0.8035
7/12/2021,0.816277082,0.803
7/13/2021,0.815974212,0.799
7/14/2021,0.814030585,0.7994
7/15/2021,0.811998637,0.794
7/16/2021,0.814009791,0.7928
7/19/2021,0.806604422,0.7846
7/20/2021,0.80850595,0.7886
7/21/2021,0.810536575,0.7961
7/22/2021,0.809720534,0.7962
7/23/2021,0.807325631,0.7959
7/26/2021,0.807168064,0.7971
7/27/2021,0.803184437,0.7935
7/28/2021,0.804157187,0.7986
7/29/2021,0.805552176,0.8035
7/30/2021,0.80531704,0.8019
8/2/2021,0.803852629,0.7998
8/3/2021,0.803457396,0.7976
8/4/2021,0.803853041,0.7974
8/5/2021,0.805415916,0.7999
8/6/2021,0.806864313,0.7967
8/9/2021,0.805129814,0.7949
8/10/2021,0.80522621,0.7987
8/11/2021,0.805275137,0.7997
8/12/2021,0.806126073,0.7986
8/13/2021,0.804196379,0.799
8/16/2021,0.802496417,0.7953
8/17/2021,0.801239175,0.7918
8/18/2021,0.798748241,0.7899
8/19/2021,0.795904377,0.7795
8/20/2021,0.795899467,0.78
8/23/2021,0.797599861,0.7907
8/24/2021,0.800120888,0.7942
8/25/2021,0.801997804,0.7943
8/26/2021,0.799682646,0.7882
8/27/2021,0.801926911,0.7925
8/30/2021,0.802414979,0.7933
8/31/2021,0.803218656,0.7927
9/1/2021,0.802110035,0.7924
9/2/2021,0.800770219,0.7966
9/3/2021,0.800517733,0.7984
9/6/2021,0.800333201,0.7978
9/7/2021,0.798583718,0.7907
9/8/2021,0.797817871,0.7879
9/9/2021,0.795725502,0.7896
9/10/2021,0.796873378,0.788
9/13/2021,0.797751995,0.7907
9/14/2021,0.796891868,0.7878
9/15/2021,0.800287561,0.7918
9/16/2021,0.800238115,0.7884
9/17/2021,0.797326832,0.7831
9/20/2021,0.787645685,0.78
9/21/2021,0.788712562,0.7803
9/22/2021,0.790535085,0.7828
9/23/2021,0.796206403,0.7902
9/24/2021,0.797193336,0.7904
9/27/2021,0.794662882,0.7919
9/28/2021,0.789958433,0.7884
9/29/2021,0.792984515,0.7841
9/30/2021,0.793009467,0.7885
10/1/2021,0.787704866,0.7907
10/4/2021,0.786870983,0.7944
10/5/2021,0.79023196,0.7948
10/6/2021,0.786678203,0.7943
10/7/2021,0.796490503,0.7967
10/8/2021,0.798366611,0.8018
10/11/2021,0.797041863,0.8012
10/12/2021,0.796663849,0.8021
10/13/2021,0.798686591,0.8037
10/14/2021,0.796453562,0.8084
10/15/2021,0.798787311,0.8088
10/18/2021,0.798638413,0.8078
10/19/2021,0.804457102,0.8087
10/20/2021,0.80282922,0.8117
10/21/2021,0.802600538,0.8085
10/22/2021,0.799108557,0.8086
10/25/2021,0.800642321,0.8074
10/26/2021,0.801089752,0.8071
10/27/2021,0.812864453,0.809
10/28/2021,0.807305041,0.81
10/29/2021,0.812716089,0.8073
11/1/2021,0.807833341,0.8084
11/2/2021,0.80982019,0.8058
11/3/2021,0.809536191,0.807
11/4/2021,0.804856502,0.8026
11/5/2021,0.797910648,0.8029
11/8/2021,0.80121235,0.8037
11/9/2021,0.797195128,0.8041
11/10/2021,0.798767249,0.8003
11/11/2021,0.799704269,0.795
11/12/2021,0.7968654,0.7968
11/15/2021,0.801609104,0.799
11/16/2021,0.803603073,0.7962
11/17/2021,0.79681068,0.793
11/18/2021,0.79404283,0.7936
11/19/2021,0.791920342,0.791
11/22/2021,0.793208367,0.7874
11/23/2021,0.786844998,0.7893
11/24/2021,0.784132808,0.7894
11/25/2021,0.782871724,0.7907
11/26/2021,0.764264559,0.7817
11/29/2021,0.775281019,0.7851
11/30/2021,0.768440614,0.7825
12/1/2021,0.766453242,0.78
12/2/2021,0.768612952,0.7807
12/3/2021,0.770984974,0.7785
12/6/2021,0.778670267,0.7839
12/7/2021,0.78826056,0.7912
12/8/2021,0.790482736,0.7904
12/9/2021,0.783883552,0.7866
12/10/2021,0.784751699,0.7858
12/13/2021,0.779298329,0.7807
12/14/2021,0.778534413,0.7774
12/15/2021,0.779925983,0.7792
12/16/2021,0.778084084,0.7827
12/17/2021,0.775419824,0.7756
12/20/2021,0.774801698,0.7727
12/21/2021,0.777991553,0.7744
12/22/2021,0.778468642,0.779
12/23/2021,0.780386069,0.781
12/24/2021,0.78074272,0.7804
12/27/2021,0.781170947,0.7818
12/28/2021,0.778821785,0.78
12/29/2021,0.783225198,0.7819
12/30/2021,0.780799138,0.785
12/31/2021,0.780015096,0.7912
1/3/2022,0.78445476,0.7846
1/4/2022,0.788198237,0.787
1/5/2022,0.785876231,0.784
1/6/2022,0.779117931,0.7857
1/7/2022,0.780250983,0.791
1/10/2022,0.774737455,0.7889
1/11/2022,0.77727644,0.7953
1/12/2022,0.781274315,0.7994
1/13/2022,0.776887775,0.7988
1/14/2022,0.777824935,0.7968
1/17/2022,0.779414004,0.799
1/18/2022,0.777170949,0.7991
1/19/2022,0.779802771,0.799
1/20/2022,0.78354783,0.7996
1/21/2022,0.783237067,0.7949
1/24/2022,0.780739331,0.7913
1/25/2022,0.781789693,0.7916
1/26/2022,0.784603068,0.7893
1/27/2022,0.783170071,0.7848
1/28/2022,0.784877686,0.7831
1/31/2022,0.787138731,0.7869
2/1/2022,0.789320124,0.7883
2/2/2022,0.791922483,0.7892
2/3/2022,0.792264724,0.7889
2/4/2022,0.789824526,0.7833
2/7/2022,0.788154486,0.7895
2/8/2022,0.785606898,0.787
2/9/2022,0.787727453,0.789
2/10/2022,0.78650016,0.7861
2/11/2022,0.777497986,0.7851
2/14/2022,0.781039498,0.7856
2/15/2022,0.783727219,0.7863
2/16/2022,0.78915904,0.788
2/17/2022,0.786247106,0.7869
2/18/2022,0.785681314,0.7842
2/21/2022,0.78566925,0.7841
2/22/2022,0.785716477,0.7831
2/23/2022,0.784162848,0.7851
2/24/2022,0.772344218,0.7801
2/25/2022,0.771949538,0.7869
2/28/2022,0.765422234,0.7891
3/1/2022,0.772534854,0.7848
3/2/2022,0.780389459,0.7917
3/3/2022,0.78196803,0.7886
3/4/2022,0.773913033,0.7856
3/7/2022,0.775754724,0.78
3/8/2022,0.780226408,0.7758
3/9/2022,0.771211681,0.7809
3/10/2022,0.773888682,0.7832
3/11/2022,0.779063089,0.7846
3/14/2022,0.778364876,0.7798
3/15/2022,0.777859622,0.7834
3/16/2022,0.778612809,0.7888
3/17/2022,0.786875173,0.7919
3/18/2022,0.783275966,0.7934
3/21/2022,0.7866424,0.7941
3/22/2022,0.786029372,0.7956
3/23/2022,0.792394882,0.7961
3/24/2022,0.797580258,0.7983
3/25/2022,0.802985741,0.8015
3/28/2022,0.796553734,0.7989
3/29/2022,0.792057139,0.7998
3/30/2022,0.798412546,0.8012
3/31/2022,0.80301089,0.7995
4/1/2022,0.800458996,0.7989
4/4/2022,0.804077253,0.8008
4/5/2022,0.804553615,0.8009
4/6/2022,0.800185414,0.7972
4/7/2022,0.801718123,0.7942
4/8/2022,0.803580944,0.7954
4/11/2022,0.79832264,0.7916
4/12/2022,0.803012001,0.791
4/13/2022,0.808325269,0.796
4/14/2022,0.808973261,0.7933
4/15/2022,0.808115348,0.7929
4/18/2022,0.810989484,0.793
4/19/2022,0.802458948,0.7923
4/20/2022,0.804290148,0.8003
4/21/2022,0.804518173,0.7947
4/22/2022,0.79826516,0.7867
4/25/2022,0.796446092,0.7852
4/26/2022,0.793221129,0.7797
4/27/2022,0.795082389,0.7801
4/28/2022,0.791174678,0.7808
4/29/2022,0.787469824,0.7775
5/2/2022,0.787876558,0.7764
5/3/2022,0.789387579,0.7788
5/4/2022,0.795805269,0.7851
5/5/2022,0.791325283,0.779
5/6/2022,0.789720006,0.7747
5/9/2022,0.779784985,0.7684
5/10/2022,0.782171403,0.7675
5/11/2022,0.784078929,0.7696
5/12/2022,0.783460905,0.7666
5/13/2022,0.786855494,0.7745
5/16/2022,0.789376191,0.7784
5/17/2022,0.790795108,0.7807
5/18/2022,0.781821648,0.7757
5/19/2022,0.784659251,0.7798
5/20/2022,0.7812317,0.7788
5/23/2022,0.784029314,0.7831
5/24/2022,0.782407154,0.7799
5/25/2022,0.7837971,0.7801
5/26/2022,0.786100353,0.7831
5/27/2022,0.788407877,0.7862
5/30/2022,0.788094846,0.7902
5/31/2022,0.786746903,0.7906
6/1/2022,0.788926432,0.7901
6/2/2022,0.792418691,0.7955
6/3/2022,0.792637162,0.794
6/6/2022,0.794936404,0.7949
6/7/2022,0.796743691,0.7979
6/8/2022,0.796852112,0.7963
6/9/2022,0.792631929,0.7875
6/10/2022,0.788082175,0.7822
6/13/2022,0.775523179,0.7753
6/14/2022,0.773716472,0.7719
6/15/2022,0.778525479,0.7757
6/16/2022,0.774063036,0.7724
6/17/2022,0.77088064,0.7677
6/20/2022,0.772674129,0.7704
6/21/2022,0.774095799,0.7741
6/22/2022,0.774074195,0.7724
6/23/2022,0.768581579,0.7695
6/24/2022,0.771057815,0.7756
6/27/2022,0.772443956,0.7767
6/28/2022,0.771095004,0.7766
6/29/2022,0.772078182,0.7755
6/30/2022,0.768779299,0.7768
7/1/2022,0.771905708,0.7762
7/4/2022,0.771480453,0.7776
7/5/2022,0.766826944,0.7675
7/6/2022,0.765406496,0.7671
7/7/2022,0.770958095,0.7712
7/8/2022,0.772691068,0.7729
7/11/2022,0.770917685,0.7689
7/12/2022,0.766192789,0.7679
7/13/2022,0.767760738,0.7705
7/14/2022,0.76539013,0.7624
7/15/2022,0.766968258,0.7678
7/18/2022,0.767814174,0.7701
7/19/2022,0.769666557,0.777
7/20/2022,0.771913417,0.7762
7/21/2022,0.772632377,0.7771
7/22/2022,0.772528427,0.7742
7/25/2022,0.773517774,0.7785
7/26/2022,0.771840783,0.776
7/27/2022,0.775092709,0.7797
7/28/2022,0.776847258,0.7808
7/29/2022,0.776561447,0.7815
8/1/2022,0.773993268,0.7786
8/2/2022,0.769771195,0.7763
8/3/2022,0.774033969,0.7786
8/4/2022,0.774398188,0.7773
8/5/2022,0.77243707,0.7733
8/8/2022,0.772249939,0.778
8/9/2022,0.771656359,0.7759
8/10/2022,0.775725235,0.7827
8/11/2022,0.778037284,0.7835
8/12/2022,0.779061794,0.7823
8/15/2022,0.778210312,0.7749
8/16/2022,0.77988811,0.7785
8/17/2022,0.780479132,0.7744
8/18/2022,0.782273401,0.7723
8/19/2022,0.780496491,0.7696
8/22/2022,0.776629583,0.7659
8/23/2022,0.776420868,0.7719
8/24/2022,0.776899884,0.7712
8/25/2022,0.778547969,0.7737
8/26/2022,0.772951607,0.7673
8/29/2022,0.773161013,0.7686
8/30/2022,0.770894482,0.7637
8/31/2022,0.769288562,0.7616
9/1/2022,0.767947908,0.7601
9/2/2022,0.76829004,0.7614
9/5/2022,0.767574761,0.7609
9/6/2022,0.763271545,0.7603
9/7/2022,0.766638822,0.7621
9/8/2022,0.76837389,0.7638
9/9/2022,0.770315321,0.7674
9/12/2022,0.7703801,0.77
9/13/2022,0.76380019,0.7594
9/14/2022,0.766333795,0.7596
9/15/2022,0.763132176,0.756
9/16/2022,0.761368886,0.7539
9/19/2022,0.761560174,0.7547
9/20/2022,0.758019623,0.7482
9/21/2022,0.753821392,0.7428
9/22/2022,0.750980614,0.7414
9/23/2022,0.741238186,0.7357
9/26/2022,0.73454401,0.7281
9/27/2022,0.73617448,0.7287
9/28/2022,0.743078898,0.7348
9/29/2022,0.739069189,0.731
9/30/2022,0.735275999,0.7231
10/3/2022,0.743804469,0.734
10/4/2022,0.748437204,0.74
10/5/2022,0.750351552,0.7343
10/6/2022,0.746682258,0.7274
10/7/2022,0.744244684,0.7279
10/10/2022,0.742055003,0.7257
10/11/2022,0.739938242,0.7248
10/12/2022,0.737877644,0.7238
10/13/2022,0.739843606,0.727
10/14/2022,0.736471074,0.7202
10/17/2022,0.738496458,0.7291
